ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Future_Price_5Y,Good_Investment,Luxury_Property,Spacious_Property
79351,Haryana,Faridabad,Locality_379,Apartment,3,4928,52.78,0.01,2017,Semi-furnished,5,22,8,7,4,Low,Yes,No,Gym,North,Builder,Under_Construction,77.0355768,0,0,1
3644,Haryana,Faridabad,Locality_365,Apartment,4,507,66.78,0.13,2010,Semi-furnished,27,25,15,5,2,High,No,Yes,"Gym, Garden, Clubhouse, Pool, Playground",West,Owner,Ready_to_Move,88.8935292,0,0,0
52769,Gujarat,Surat,Locality_150,Independent House,1,4221,375.39,0.09,1995,Furnished,19,9,30,9,9,High,Yes,Yes,"Pool, Playground",West,Builder,Under_Construction,546.7255038,0,1,1
9294,Tamil Nadu,Coimbatore,Locality_68,Apartment,2,4276,195.81,0.05,2017,Unfurnished,23,11,8,1,9,Low,Yes,Yes,Pool,West,Broker,Under_Construction,281.2849812,0,1,1
164059,Kerala,Kochi,Locality_118,Apartment,2,1417,366.43,0.26,2021,Unfurnished,22,12,4,10,7,Low,No,No,"Garden, Pool, Gym, Playground",West,Broker,Under_Construction,515.3251662,0,1,0
37193,Bihar,Patna,Locality_395,Independent House,2,3111,191.55,0.06,2015,Furnished,14,27,10,10,3,Medium,No,Yes,"Garden, Playground",North,Owner,Ready_to_Move,272.234691,0,1,1
191587,Chhattisgarh,Raipur,Locality_240,Independent House,4,3258,202.31,0.06,2021,Semi-furnished,23,20,4,6,8,High,Yes,No,"Playground, Pool, Garden, Clubhouse, Gym",North,Broker,Ready_to_Move,297.6303796,1,1,1
80154,West Bengal,Durgapur,Locality_269,Apartment,2,1973,401.57,0.2,1991,Semi-furnished,1,28,34,1,7,High,No,Yes,"Clubhouse, Gym, Pool",South,Broker,Ready_to_Move,519.0131622,0,1,1
56405,West Bengal,Kolkata,Locality_166,Independent House,4,512,215.21,0.42,1990,Semi-furnished,0,23,35,7,9,High,Yes,Yes,"Pool, Gym, Clubhouse, Playground",North,Builder,Under_Construction,300.7000204,0,1,0
122123,Jharkhand,Ranchi,Locality_122,Apartment,1,3353,113.03,0.03,1990,Furnished,11,2,35,1,6,Low,No,No,"Playground, Pool",East,Broker,Under_Construction,143.55488179999998,0,0,1
210412,Jharkhand,Jamshedpur,Locality_243,Villa,4,681,155.22,0.23,2021,Furnished,11,28,4,3,1,High,No,Yes,"Playground, Garden, Clubhouse",East,Builder,Under_Construction,206.22839639999998,0,1,0
234243,Haryana,Gurgaon,Locality_194,Villa,3,4383,426.06,0.1,2005,Furnished,29,14,20,8,8,High,Yes,Yes,"Pool, Garden, Clubhouse, Playground",West,Broker,Under_Construction,635.5366596,0,1,1
165345,Jharkhand,Ranchi,Locality_500,Independent House,1,2478,219.43,0.09,2017,Unfurnished,20,4,8,3,2,High,No,No,"Garden, Pool, Playground, Clubhouse, Gym",South,Owner,Under_Construction,284.0653008,0,1,1
30222,Haryana,Faridabad,Locality_55,Villa,2,3639,306.16,0.08,2016,Unfurnished,8,22,9,8,9,Medium,Yes,No,"Gym, Playground, Pool, Garden",South,Owner,Ready_to_Move,449.0693648000001,1,1,1
194916,Telangana,Warangal,Locality_97,Apartment,2,4917,73.5,0.01,2013,Semi-furnished,17,2,12,8,1,Medium,No,No,"Playground, Gym, Clubhouse, Garden, Pool",North,Builder,Ready_to_Move,102.33699000000001,0,0,1
210909,Kerala,Trivandrum,Locality_477,Independent House,4,2164,115.12,0.05,2013,Furnished,0,7,12,6,9,Low,No,Yes,"Gym, Pool, Garden, Clubhouse",North,Builder,Under_Construction,165.3445536,0,0,1
244334,Karnataka,Mangalore,Locality_432,Independent House,2,4795,254.31,0.05,2006,Semi-furnished,0,3,19,4,9,High,No,No,"Garden, Gym",West,Builder,Under_Construction,356.008569,0,1,1
3917,Punjab,Amritsar,Locality_431,Villa,3,3059,281.1,0.09,1991,Furnished,15,2,34,10,4,Low,Yes,Yes,"Pool, Garden, Clubhouse, Playground, Gym",North,Owner,Under_Construction,400.618098,0,1,1
186342,Kerala,Kochi,Locality_252,Apartment,5,4693,394.45,0.08,2021,Furnished,8,5,4,5,4,High,Yes,No,Clubhouse,North,Broker,Ready_to_Move,580.9696270000001,0,1,1
2412,Madhya Pradesh,Bhopal,Locality_494,Apartment,3,2548,122.0,0.05,2004,Unfurnished,12,13,21,10,5,Medium,No,Yes,"Garden, Pool, Gym, Playground, Clubhouse",South,Owner,Under_Construction,173.11312,0,0,1
66925,Rajasthan,Jaipur,Locality_384,Villa,5,976,407.76,0.42,2009,Unfurnished,12,15,16,8,6,Low,Yes,No,"Clubhouse, Gym, Pool, Garden",South,Owner,Ready_to_Move,579.2312352,0,1,0
155119,Haryana,Gurgaon,Locality_261,Apartment,3,2761,405.01,0.15,1997,Unfurnished,14,17,28,8,10,High,No,No,"Garden, Playground, Clubhouse, Pool",East,Builder,Under_Construction,568.7231422,0,1,1
202688,Haryana,Gurgaon,Locality_390,Villa,2,980,273.41,0.28,1992,Unfurnished,15,24,33,6,3,High,Yes,No,"Clubhouse, Garden, Gym, Pool, Playground",South,Broker,Ready_to_Move,354.77681600000005,0,1,0
97658,Bihar,Gaya,Locality_351,Apartment,4,948,204.47,0.22,1994,Unfurnished,7,6,31,8,7,High,Yes,No,"Pool, Playground, Gym, Clubhouse, Garden",East,Owner,Under_Construction,282.7738312,0,1,0
17497,Haryana,Faridabad,Locality_28,Villa,5,1612,173.28,0.11,2015,Furnished,5,20,10,1,10,High,Yes,No,"Gym, Playground, Clubhouse, Garden, Pool",North,Owner,Ready_to_Move,243.8465472,0,1,0
66666,Madhya Pradesh,Bhopal,Locality_297,Villa,5,3102,216.09,0.07,2017,Furnished,12,6,8,9,9,Low,Yes,No,"Clubhouse, Playground, Pool, Garden",North,Broker,Ready_to_Move,326.9528136,1,1,1
109001,Uttar Pradesh,Lucknow,Locality_111,Independent House,1,3628,82.45,0.02,1992,Unfurnished,26,13,33,7,2,High,No,No,Playground,West,Builder,Ready_to_Move,107.80832199999999,0,0,1
55838,Haryana,Faridabad,Locality_413,Apartment,5,2014,312.45,0.16,1992,Furnished,19,30,33,1,2,High,No,No,"Garden, Pool",East,Broker,Under_Construction,398.461236,0,1,1
114712,Assam,Guwahati,Locality_36,Villa,5,4458,243.03,0.05,1994,Unfurnished,10,1,31,6,10,Low,No,No,"Pool, Garden, Gym, Playground, Clubhouse",South,Broker,Ready_to_Move,350.4881448,0,1,1
168096,Gujarat,Surat,Locality_139,Apartment,3,4216,407.54,0.1,2010,Unfurnished,27,27,15,7,10,Medium,Yes,Yes,"Garden, Pool, Playground, Gym",East,Owner,Under_Construction,613.0705728,0,1,1
79191,Tamil Nadu,Coimbatore,Locality_277,Villa,5,4976,165.49,0.03,2012,Furnished,10,30,13,7,5,Medium,No,Yes,"Pool, Clubhouse",West,Builder,Under_Construction,245.5077248,0,1,1
160610,Maharashtra,Nagpur,Locality_317,Apartment,2,1675,296.31,0.18,2014,Semi-furnished,21,17,11,4,8,Low,No,Yes,"Gym, Clubhouse, Playground, Pool, Garden",East,Broker,Under_Construction,406.09285500000004,0,1,0
117919,Assam,Guwahati,Locality_277,Apartment,3,1633,301.72,0.18,1991,Unfurnished,7,27,34,8,3,Low,No,No,Garden,North,Builder,Ready_to_Move,396.35749519999996,0,1,0
189744,Telangana,Hyderabad,Locality_73,Independent House,4,508,94.38,0.19,1993,Unfurnished,6,5,32,9,3,Medium,Yes,No,Playground,East,Builder,Under_Construction,127.4281008,0,0,0
147535,Andhra Pradesh,Vijayawada,Locality_213,Independent House,1,883,104.87,0.12,2007,Unfurnished,19,9,18,1,8,Medium,No,No,"Garden, Pool, Gym, Clubhouse, Playground",North,Broker,Under_Construction,133.2541142,0,0,0
159556,Madhya Pradesh,Bhopal,Locality_181,Independent House,3,1774,286.99,0.16,2010,Unfurnished,29,29,15,6,1,Low,Yes,No,"Gym, Clubhouse, Playground, Pool, Garden",East,Broker,Under_Construction,387.0002752,0,1,0
150314,Punjab,Ludhiana,Locality_354,Apartment,1,1516,493.18,0.33,2000,Unfurnished,9,20,25,7,6,Low,Yes,Yes,Gym,South,Builder,Under_Construction,674.8280575999999,0,1,0
29937,Punjab,Amritsar,Locality_327,Apartment,5,4724,291.87,0.06,1998,Unfurnished,3,24,27,10,7,High,Yes,Yes,"Garden, Pool",North,Owner,Ready_to_Move,445.53371759999993,0,1,1
23065,West Bengal,Durgapur,Locality_349,Villa,1,4925,408.9,0.08,2020,Semi-furnished,27,7,5,6,8,High,Yes,Yes,"Playground, Gym, Clubhouse, Pool",West,Builder,Ready_to_Move,606.1942499999999,1,1,1
200569,Karnataka,Bangalore,Locality_192,Independent House,4,3752,101.3,0.03,2003,Semi-furnished,21,25,22,9,1,High,No,Yes,"Pool, Garden, Playground, Clubhouse",South,Builder,Ready_to_Move,143.24225199999998,0,0,1
195373,Rajasthan,Jodhpur,Locality_112,Villa,4,3642,218.73,0.06,2013,Furnished,26,8,12,3,3,Low,No,Yes,Gym,South,Owner,Ready_to_Move,303.56224319999995,0,1,1
62191,Andhra Pradesh,Vishakhapatnam,Locality_296,Independent House,3,2954,117.62,0.04,2014,Unfurnished,18,8,11,4,6,Low,Yes,No,"Clubhouse, Garden, Playground, Pool",East,Broker,Under_Construction,164.6774096,0,0,1
242694,Gujarat,Surat,Locality_259,Apartment,3,725,360.04,0.5,2019,Unfurnished,12,21,6,7,5,High,Yes,No,Playground,North,Owner,Ready_to_Move,499.5555,0,1,0
17284,Punjab,Ludhiana,Locality_79,Apartment,2,1622,265.49,0.16,2017,Furnished,5,6,8,10,6,Medium,No,No,"Playground, Clubhouse, Garden, Gym",West,Builder,Under_Construction,370.20987560000003,0,1,0
234667,Chhattisgarh,Bilaspur,Locality_136,Independent House,2,4232,68.79,0.02,2010,Furnished,22,30,15,3,4,Medium,Yes,Yes,"Garden, Pool",South,Owner,Ready_to_Move,96.4188156,0,0,1
7105,Kerala,Trivandrum,Locality_431,Apartment,5,2651,456.66,0.17,2004,Furnished,24,3,21,7,1,Medium,Yes,Yes,Pool,West,Builder,Ready_to_Move,648.0096732000001,0,1,1
142402,Rajasthan,Jaipur,Locality_30,Independent House,5,1601,188.56,0.12,1990,Furnished,11,27,35,1,8,High,Yes,Yes,Gym,South,Broker,Under_Construction,257.5767312,0,1,0
66598,Chhattisgarh,Bilaspur,Locality_152,Independent House,2,3175,365.34,0.12,2019,Unfurnished,24,25,6,10,4,High,Yes,No,"Garden, Clubhouse, Playground",West,Owner,Under_Construction,527.36829,0,1,1
238297,Rajasthan,Jodhpur,Locality_277,Independent House,2,777,103.86,0.13,2004,Furnished,22,15,21,6,2,Medium,Yes,No,"Pool, Gym, Garden",South,Owner,Under_Construction,136.0088244,0,0,0
93922,Bihar,Patna,Locality_467,Villa,5,1632,333.05,0.2,2014,Furnished,20,24,11,8,3,Medium,No,No,"Garden, Gym, Playground, Clubhouse, Pool",North,Broker,Ready_to_Move,462.81960200000003,0,1,0
99444,Gujarat,Ahmedabad,Locality_318,Villa,2,2745,395.73,0.14,2014,Semi-furnished,16,5,11,1,9,Low,No,No,"Playground, Gym",South,Broker,Under_Construction,532.217277,0,1,1
28044,Madhya Pradesh,Bhopal,Locality_368,Villa,1,4250,153.78,0.04,2002,Semi-furnished,2,27,23,4,6,Low,No,No,"Clubhouse, Gym, Playground",East,Owner,Under_Construction,206.37275999999997,0,1,1
118605,Karnataka,Mysore,Locality_23,Villa,5,2124,271.88,0.13,2011,Semi-furnished,30,13,14,4,6,Low,No,No,"Gym, Clubhouse, Playground, Pool",North,Owner,Under_Construction,374.5092624,0,1,1
212069,Telangana,Warangal,Locality_257,Independent House,1,3530,446.04,0.13,2004,Semi-furnished,5,1,21,1,6,Medium,No,Yes,Pool,South,Builder,Under_Construction,591.7166639999999,0,1,1
198384,Jharkhand,Jamshedpur,Locality_430,Apartment,1,4326,277.1,0.06,1995,Furnished,12,5,30,5,8,Low,No,No,"Clubhouse, Gym, Garden",North,Builder,Ready_to_Move,375.61459199999996,0,1,1
37141,West Bengal,Durgapur,Locality_389,Villa,3,2657,358.22,0.13,2016,Furnished,3,5,9,10,1,Medium,No,No,"Garden, Playground, Gym, Clubhouse",South,Builder,Under_Construction,497.2595108,0,1,1
120198,Andhra Pradesh,Vijayawada,Locality_192,Apartment,3,4795,209.91,0.04,2016,Furnished,11,19,9,8,9,High,Yes,Yes,"Clubhouse, Gym, Playground",West,Builder,Ready_to_Move,321.141309,1,1,1
125479,Gujarat,Ahmedabad,Locality_64,Independent House,5,2494,410.95,0.16,1999,Unfurnished,25,29,26,8,9,High,No,No,"Garden, Gym, Playground, Clubhouse",East,Builder,Under_Construction,585.5544359999999,0,1,1
74118,West Bengal,Kolkata,Locality_62,Apartment,2,3779,311.63,0.08,2022,Furnished,11,4,3,7,5,Medium,No,No,"Playground, Garden, Clubhouse, Gym",North,Builder,Ready_to_Move,439.2674154,1,1,1
190881,Uttarakhand,Dehradun,Locality_85,Apartment,3,4185,368.67,0.09,2013,Unfurnished,4,11,12,10,3,Low,Yes,Yes,"Clubhouse, Gym, Pool",South,Builder,Ready_to_Move,546.995679,0,1,1
247717,Kerala,Kochi,Locality_479,Apartment,3,1726,126.52,0.07,2018,Furnished,19,25,7,7,10,Low,Yes,Yes,"Garden, Playground, Pool",East,Owner,Ready_to_Move,186.0501904,1,0,0
30701,Rajasthan,Jaipur,Locality_61,Villa,5,3639,26.15,0.01,2017,Semi-furnished,24,30,8,10,3,Low,Yes,Yes,"Playground, Gym, Clubhouse, Garden",East,Owner,Ready_to_Move,39.506896999999995,0,0,1
10642,Rajasthan,Jaipur,Locality_460,Villa,1,4089,288.02,0.07,2014,Unfurnished,6,16,11,3,8,Low,Yes,No,"Pool, Clubhouse, Garden",East,Broker,Ready_to_Move,402.8766155999999,0,1,1
24022,Kerala,Kochi,Locality_277,Apartment,3,669,381.17,0.57,1996,Furnished,22,6,29,5,9,Low,No,No,"Playground, Gym",West,Broker,Under_Construction,504.05158459999996,0,1,0
213817,Odisha,Bhubaneswar,Locality_263,Villa,2,4113,260.43,0.06,2004,Semi-furnished,27,17,21,10,1,Low,Yes,Yes,"Gym, Pool, Playground",East,Owner,Under_Construction,373.2639018,0,1,1
204157,Tamil Nadu,Coimbatore,Locality_426,Independent House,5,2003,216.02,0.11,2009,Furnished,13,19,16,6,5,High,Yes,Yes,"Garden, Clubhouse, Playground, Pool, Gym",East,Builder,Ready_to_Move,310.6497212,0,1,1
38181,Punjab,Ludhiana,Locality_235,Apartment,1,1886,224.48,0.12,1992,Semi-furnished,3,29,33,7,10,Medium,No,No,"Garden, Clubhouse, Pool, Gym, Playground",East,Broker,Ready_to_Move,300.0669056,0,1,1
106732,Gujarat,Surat,Locality_151,Independent House,4,3257,14.58,0.0,1993,Unfurnished,14,25,32,6,7,Medium,No,Yes,"Playground, Gym, Clubhouse, Garden, Pool",North,Broker,Under_Construction,20.4432012,0,0,1
126620,Rajasthan,Jodhpur,Locality_163,Villa,1,527,304.39,0.58,2020,Furnished,12,12,5,8,5,Low,No,No,"Garden, Clubhouse, Playground, Pool",East,Builder,Under_Construction,406.52502059999995,0,1,0
127463,Delhi,New Delhi,Locality_252,Apartment,5,4147,181.75,0.04,2003,Unfurnished,24,8,22,3,9,High,Yes,No,"Gym, Pool, Clubhouse, Playground",North,Builder,Under_Construction,262.799595,0,1,1
193251,Delhi,Dwarka,Locality_480,Apartment,5,3628,252.39,0.07,2022,Semi-furnished,3,7,3,6,8,Medium,No,Yes,"Pool, Clubhouse, Garden",East,Builder,Under_Construction,376.20243839999995,1,1,1
154594,Assam,Silchar,Locality_322,Independent House,5,3836,448.3,0.12,2020,Furnished,15,14,5,2,3,Medium,Yes,No,"Playground, Garden, Clubhouse, Pool",South,Builder,Ready_to_Move,634.6672759999999,0,1,1
158461,Assam,Silchar,Locality_38,Villa,4,1708,143.88,0.08,2005,Unfurnished,16,17,20,2,6,Low,Yes,No,"Clubhouse, Gym, Garden, Playground, Pool",North,Broker,Under_Construction,194.5487808,0,0,0
247807,Bihar,Patna,Locality_222,Villa,1,723,325.68,0.45,2002,Furnished,3,26,23,6,1,Medium,No,No,Gym,West,Broker,Under_Construction,407.57549279999995,0,1,0
46123,Odisha,Cuttack,Locality_66,Apartment,1,2445,28.04,0.01,2014,Unfurnished,29,1,11,5,2,Low,No,No,"Playground, Garden, Gym, Pool, Clubhouse",West,Builder,Under_Construction,36.67351599999999,0,0,1
109147,Delhi,New Delhi,Locality_309,Apartment,4,4602,327.94,0.07,2016,Unfurnished,8,5,9,5,3,High,No,Yes,"Clubhouse, Pool, Gym",South,Owner,Ready_to_Move,469.9511376,0,1,1
44319,Chhattisgarh,Raipur,Locality_240,Apartment,4,2066,54.48,0.03,2013,Furnished,26,25,12,1,5,High,No,No,"Garden, Pool, Playground",North,Builder,Ready_to_Move,72.3123936,0,0,1
238183,Karnataka,Mysore,Locality_441,Apartment,2,1934,484.04,0.25,2014,Semi-furnished,1,12,11,4,4,High,No,Yes,"Playground, Garden, Clubhouse, Gym, Pool",West,Owner,Under_Construction,650.3948672,0,1,1
30967,Rajasthan,Jaipur,Locality_439,Villa,4,3948,338.14,0.09,2005,Semi-furnished,25,30,20,1,6,Low,No,No,"Garden, Gym, Pool, Clubhouse, Playground",North,Broker,Under_Construction,458.84245439999995,0,1,1
41580,Assam,Guwahati,Locality_303,Independent House,1,2750,236.48,0.09,1999,Semi-furnished,21,12,26,8,6,Medium,No,Yes,Playground,North,Builder,Ready_to_Move,324.2140799999999,0,1,1
166605,Karnataka,Mangalore,Locality_239,Apartment,3,549,301.86,0.55,2018,Unfurnished,8,22,7,2,4,Low,No,No,"Clubhouse, Gym",East,Owner,Under_Construction,390.6008028,0,1,0
117768,Telangana,Hyderabad,Locality_385,Apartment,5,2848,228.37,0.08,1997,Unfurnished,28,10,28,5,9,Medium,No,No,"Gym, Pool, Garden, Playground, Clubhouse",West,Owner,Under_Construction,319.25212519999997,0,1,1
79005,Delhi,New Delhi,Locality_195,Villa,2,3451,421.22,0.12,2021,Unfurnished,3,24,4,2,9,Medium,No,No,Clubhouse,East,Builder,Ready_to_Move,582.5556844000001,0,1,1
58066,Karnataka,Mangalore,Locality_87,Independent House,2,3829,103.25,0.03,2022,Semi-furnished,7,11,3,4,6,High,No,No,"Clubhouse, Gym, Garden, Pool",West,Broker,Under_Construction,143.37088500000002,0,0,1
21114,Karnataka,Bangalore,Locality_9,Villa,3,1659,484.59,0.29,1990,Semi-furnished,30,2,35,8,3,High,No,No,"Clubhouse, Pool, Playground",East,Owner,Under_Construction,635.8693061999999,0,1,0
223805,Punjab,Ludhiana,Locality_255,Independent House,3,704,81.81,0.12,1995,Furnished,10,8,30,4,9,Low,No,Yes,"Pool, Garden, Clubhouse, Playground, Gym",East,Owner,Under_Construction,109.3047048,0,0,0
86645,Chhattisgarh,Raipur,Locality_448,Independent House,4,2970,254.07,0.09,2021,Furnished,14,21,4,9,9,Medium,Yes,Yes,"Clubhouse, Playground, Pool",West,Builder,Ready_to_Move,388.32058800000004,1,1,1
111483,Rajasthan,Jaipur,Locality_6,Villa,2,3129,209.02,0.07,1992,Semi-furnished,1,3,33,4,5,Low,Yes,Yes,"Garden, Pool, Playground",North,Owner,Under_Construction,284.5974516,0,1,1
230202,Bihar,Patna,Locality_389,Apartment,4,4162,198.51,0.05,2023,Semi-furnished,10,9,2,6,1,High,No,Yes,"Gym, Clubhouse, Pool, Garden",West,Builder,Under_Construction,284.3139624,0,1,1
90504,Delhi,Dwarka,Locality_121,Villa,2,3610,384.44,0.11,2023,Furnished,22,25,2,9,3,Medium,No,Yes,Pool,South,Owner,Under_Construction,552.517168,0,1,1
116743,Tamil Nadu,Chennai,Locality_266,Independent House,4,4670,28.33,0.01,2021,Unfurnished,20,14,4,5,5,Low,Yes,Yes,"Pool, Gym, Garden",West,Broker,Ready_to_Move,42.223031999999996,1,0,1
157016,Andhra Pradesh,Vijayawada,Locality_225,Villa,5,1941,143.75,0.07,1996,Furnished,24,27,29,10,7,High,Yes,Yes,"Clubhouse, Pool, Playground, Garden",East,Owner,Ready_to_Move,210.855375,0,0,1
81972,Jharkhand,Ranchi,Locality_151,Independent House,3,3059,183.24,0.06,2013,Furnished,19,15,12,2,7,Low,Yes,No,Pool,South,Builder,Ready_to_Move,254.37010320000002,0,1,1
27112,Andhra Pradesh,Vijayawada,Locality_211,Villa,5,4649,36.29,0.01,2015,Semi-furnished,13,5,10,7,2,Medium,Yes,Yes,"Playground, Pool, Gym, Clubhouse",South,Owner,Ready_to_Move,54.0350842,0,0,1
201142,Karnataka,Bangalore,Locality_75,Villa,4,4488,326.02,0.07,2020,Furnished,4,10,5,6,6,Low,No,No,"Pool, Gym, Clubhouse, Garden",East,Broker,Under_Construction,471.99871520000005,1,1,1
245910,Karnataka,Mysore,Locality_41,Independent House,5,2438,160.36,0.07,2012,Furnished,22,18,13,8,3,High,No,Yes,"Gym, Clubhouse, Garden, Playground, Pool",West,Broker,Ready_to_Move,228.7952336,0,1,1
11000,Odisha,Cuttack,Locality_4,Independent House,2,3249,222.04,0.07,1993,Unfurnished,28,26,32,10,8,Low,No,Yes,Playground,South,Owner,Ready_to_Move,315.2923592,0,1,1
153728,Maharashtra,Pune,Locality_166,Villa,3,1264,381.91,0.3,1997,Unfurnished,17,13,28,7,6,Medium,No,Yes,"Gym, Playground, Pool",East,Broker,Ready_to_Move,518.3588047999999,0,1,0
130199,Odisha,Cuttack,Locality_76,Apartment,1,2863,478.38,0.17,2020,Furnished,21,2,5,5,6,Low,Yes,Yes,Playground,East,Builder,Under_Construction,677.0320788,0,1,1
37417,Punjab,Ludhiana,Locality_443,Independent House,5,4724,384.02,0.08,2021,Furnished,10,29,4,5,9,High,Yes,No,"Clubhouse, Gym, Pool, Playground",North,Broker,Under_Construction,581.2065896,1,1,1
101101,Tamil Nadu,Coimbatore,Locality_329,Apartment,4,4724,258.7,0.05,1991,Furnished,3,18,34,5,8,Medium,Yes,No,"Garden, Clubhouse, Pool, Playground, Gym",South,Owner,Ready_to_Move,370.06517599999995,0,1,1
149886,Delhi,Dwarka,Locality_57,Apartment,1,4670,364.43,0.08,1993,Semi-furnished,26,30,32,5,2,Low,No,No,"Clubhouse, Garden, Pool, Playground",East,Builder,Ready_to_Move,477.5490719999999,0,1,1
130690,Bihar,Patna,Locality_12,Apartment,4,1750,492.52,0.28,1992,Unfurnished,30,29,33,5,8,High,Yes,No,"Playground, Garden, Pool",South,Owner,Ready_to_Move,676.22996,0,1,0
146707,Punjab,Ludhiana,Locality_15,Independent House,5,819,254.74,0.31,2015,Furnished,30,1,10,1,7,High,Yes,No,"Gym, Pool",North,Builder,Under_Construction,348.3263812,0,1,0
37658,Haryana,Gurgaon,Locality_442,Apartment,5,4429,18.94,0.0,2020,Semi-furnished,10,28,5,4,2,Low,No,Yes,"Gym, Clubhouse, Garden",West,Owner,Under_Construction,27.170945200000002,0,0,1
227988,Assam,Guwahati,Locality_388,Apartment,1,506,226.98,0.45,2015,Semi-furnished,30,10,10,8,7,High,Yes,Yes,Garden,West,Broker,Ready_to_Move,316.8913175999999,0,1,0
199163,Andhra Pradesh,Vijayawada,Locality_257,Villa,4,4716,389.09,0.08,2012,Semi-furnished,5,5,13,9,6,Low,No,Yes,Gym,West,Broker,Under_Construction,580.2576988,0,1,1
228674,Madhya Pradesh,Indore,Locality_280,Independent House,4,850,292.37,0.34,2004,Semi-furnished,20,24,21,7,9,Low,No,No,"Playground, Gym",South,Broker,Ready_to_Move,402.59349000000003,0,1,0
89773,Punjab,Ludhiana,Locality_204,Apartment,2,3534,67.96,0.02,2018,Unfurnished,30,6,7,5,5,High,No,Yes,"Playground, Clubhouse, Gym, Garden",West,Owner,Under_Construction,95.2581728,1,0,1
106364,Chhattisgarh,Bilaspur,Locality_209,Independent House,4,4708,382.57,0.08,2006,Semi-furnished,25,10,19,3,8,High,Yes,No,"Gym, Playground",East,Owner,Ready_to_Move,550.9620112,0,1,1
129000,Andhra Pradesh,Vijayawada,Locality_215,Apartment,2,2204,113.09,0.05,2014,Unfurnished,29,5,11,2,6,Medium,Yes,Yes,"Pool, Garden, Playground, Clubhouse, Gym",North,Broker,Under_Construction,155.5077972,0,0,1
102950,Rajasthan,Jaipur,Locality_429,Independent House,3,2187,208.98,0.1,1997,Semi-furnished,24,4,28,4,4,High,Yes,Yes,"Clubhouse, Playground, Garden",East,Owner,Ready_to_Move,284.1584651999999,0,1,1
69814,Telangana,Warangal,Locality_191,Independent House,5,3328,191.49,0.06,1991,Semi-furnished,25,6,34,6,5,High,Yes,No,"Clubhouse, Garden, Gym, Pool",East,Broker,Under_Construction,268.7677044,0,1,1
63079,Uttarakhand,Haridwar,Locality_4,Independent House,1,4816,476.9,0.1,2018,Semi-furnished,10,17,7,9,4,Low,Yes,Yes,"Playground, Clubhouse, Pool",East,Broker,Ready_to_Move,703.1032079999999,0,1,1
53266,Telangana,Warangal,Locality_485,Independent House,2,3640,393.99,0.11,2001,Furnished,3,28,24,4,8,High,Yes,Yes,Clubhouse,West,Broker,Ready_to_Move,557.023062,0,1,1
188476,Andhra Pradesh,Vijayawada,Locality_231,Independent House,4,1000,373.56,0.37,2020,Semi-furnished,29,21,5,2,1,Low,No,No,"Gym, Playground, Clubhouse",North,Builder,Ready_to_Move,484.88088,0,1,0
150485,Uttar Pradesh,Lucknow,Locality_408,Apartment,5,2944,316.73,0.11,2019,Unfurnished,18,12,6,5,10,Low,Yes,No,Playground,North,Broker,Ready_to_Move,469.35585240000006,0,1,1
63570,Jharkhand,Jamshedpur,Locality_333,Apartment,5,2489,155.12,0.06,2003,Unfurnished,7,22,22,3,8,High,Yes,No,"Pool, Clubhouse, Garden, Playground, Gym",South,Owner,Ready_to_Move,217.90947359999998,0,1,1
15882,Assam,Guwahati,Locality_316,Villa,4,3739,133.67,0.04,2019,Furnished,21,18,6,1,8,High,No,No,"Clubhouse, Gym, Playground, Garden",North,Broker,Under_Construction,186.7075826,0,0,1
142355,Kerala,Trivandrum,Locality_208,Independent House,5,1894,275.63,0.15,2021,Unfurnished,17,17,4,3,7,High,Yes,Yes,"Clubhouse, Playground",South,Owner,Ready_to_Move,398.52790439999995,0,1,1
65623,Punjab,Ludhiana,Locality_118,Villa,3,4734,32.0,0.01,2014,Semi-furnished,26,19,11,10,4,Medium,No,No,"Gym, Playground, Garden, Clubhouse",East,Builder,Ready_to_Move,46.38976,0,0,1
33364,Rajasthan,Jaipur,Locality_381,Apartment,1,2885,23.53,0.01,2011,Furnished,13,17,14,5,3,Low,No,Yes,"Clubhouse, Pool",North,Owner,Under_Construction,31.617261,0,0,1
148382,Uttarakhand,Dehradun,Locality_201,Apartment,5,2760,60.21,0.02,2014,Unfurnished,5,15,11,1,10,Low,Yes,Yes,"Garden, Gym, Pool, Clubhouse",South,Builder,Under_Construction,87.49717199999999,0,0,1
219999,Maharashtra,Nagpur,Locality_73,Apartment,4,515,467.67,0.91,2022,Semi-furnished,4,6,3,3,7,High,Yes,No,"Clubhouse, Pool, Garden, Playground",North,Broker,Under_Construction,645.5249010000001,0,1,0
56416,Tamil Nadu,Coimbatore,Locality_424,Independent House,5,4371,156.87,0.04,1996,Furnished,3,5,29,10,1,Low,No,Yes,"Garden, Playground, Pool, Gym",East,Owner,Under_Construction,225.48807539999999,0,1,1
